iter	RMSE
326	0.2533501365
327	0.2530306862
328	0.2527587762
329	0.2525255468
330	0.2522774907
331	0.2519537883
332	0.2518571298
333	0.251584031
334	0.2513474897
335	0.251105594
336	0.2508483856
337	0.2505632135
338	0.2504428206
339	0.2501085907
340	0.2499490636
341	0.2497350662
342	0.2493639715
343	0.2492353312
344	0.2489044795
345	0.2487211755
346	0.2484992298
347	0.2482945692
348	0.2479965574
349	0.2476161602
350	0.2475191846
351	0.2472575582
352	0.2471568732
353	0.2469329984
354	0.2466565402
355	0.2464490389
356	0.2461443726
357	0.2460457145
358	0.245932582
359	0.2457510461
360	0.2454749881
361	0.2451570927
362	0.2448131926
363	0.2446126305
364	0.2443115903
365	0.2441264844
366	0.2439705687
367	0.2437834529
368	0.2436102614
369	0.2432598342
370	0.2429747635
371	0.2428776504
372	0.2426611943
373	0.2424488056
374	0.2423961651
375	0.2421970823
376	0.2419947971
377	0.2418665844
378	0.2417165366
379	0.2414308667
380	0.2411264548
381	0.2409553864
382	0.2407309592
383	0.2404558952
384	0.2403219565
385	0.2401759701
386	0.2399639397
387	0.2396486413
388	0.2395407587
389	0.2394174625
390	0.2391238162
391	0.2389929257
392	0.2388647357
393	0.2387779446
394	0.238582394
395	0.2384828428
396	0.2383683525
397	0.2380984966
398	0.2377592794
399	0.2375843265
400	0.2374386829
401	0.2372533077
402	0.2370696014
403	0.2368453008
404	0.2367427122
405	0.2366574672
406	0.2364787258
407	0.2363686064
408	0.2360494364
409	0.2358370494
410	0.2355120048
411	0.2352810848
412	0.2351675098
413	0.2350135169
414	0.234935041
415	0.234804672
416	0.234671382
417	0.2345675558
418	0.234347195
419	0.2341296657
420	0.2338319772
421	0.2336665383
422	0.2334465285
423	0.2333823087
424	0.2331995685
425	0.2330204583
426	0.2328727796
427	0.2327524049
428	0.2326536719
429	0.2325693725
430	0.2324634047
431	0.2322718144
432	0.2321717214
433	0.2320671811
434	0.231753248
435	0.231573828
436	0.2313627085
437	0.2312104184
438	0.2310249162
439	0.2308200046
440	0.2305986975
441	0.2304523198
442	0.2303534644
443	0.230197917
444	0.2300950372
445	0.2299950798
446	0.2296865632
447	0.2293850913
448	0.2291704676
449	0.2290745039
450	0.2287550638
451	0.2284596885
452	0.2281516
453	0.2279652056
454	0.2277567043
455	0.2276889002
456	0.2274705677
457	0.2272713377
458	0.2270879007
459	0.2268899175
460	0.2268142913
461	0.226595214
462	0.2263364218
463	0.2260712952
464	0.2258615039
465	0.2257568589
466	0.2256648516
467	0.2254149686
468	0.2251812115
469	0.2250488515
470	0.2246935916
471	0.2244326399
472	0.2242889779
473	0.2242112795
474	0.224075488
475	0.2237947914
476	0.2235549363
477	0.223305606
478	0.2232297282
479	0.2230662752
480	0.2229278668
481	0.2228339963
482	0.2226560054
483	0.2224316139
484	0.2222279187
485	0.2220243111
486	0.2218170833
487	0.2216214491
488	0.2216007528
489	0.221420974
490	0.2211610962
491	0.2209771237
492	0.220722307
493	0.2205674038
494	0.2204472249
495	0.2201970748
496	0.2199997535
497	0.2197815883
498	0.2196984547
499	0.2196031764
500	0.2195087623
501	0.2192592032
502	0.2190224743
503	0.2188435319
504	0.218610478
505	0.2185289877
506	0.2182889832
507	0.2181067968
508	0.2179989146
509	0.2177443618
510	0.2176925873
511	0.2174862454
512	0.217231393
513	0.2171269547
514	0.216875234
515	0.2167679558
516	0.216575737
517	0.2163917286
518	0.2160504419
519	0.2158257947
520	0.2155947857
521	0.215444482
522	0.2153032017
523	0.2150896994
524	0.2149554664
525	0.214904955
526	0.2147175
527	0.2146478441
528	0.2143438683
529	0.2142736947
530	0.2141780829
531	0.213942219
532	0.2137473194
533	0.2136209821
534	0.2134873674
535	0.2134121359
536	0.2131770314
537	0.2130592184
538	0.2128359533
539	0.2127528613
540	0.2127131097
541	0.2125559274
542	0.2124871866
543	0.2123367769
544	0.2121509136
545	0.212005782
546	0.2117230306
547	0.2116213938
548	0.2114396555
549	0.2112896078
550	0.2110688941
551	0.2109379749
552	0.2108818678
553	0.210667026
554	0.2105263056
555	0.2101810114
556	0.2100996158
557	0.2098354021
558	0.2096519407
559	0.2095808515
560	0.2093551985
561	0.2092795378
562	0.2090870214
563	0.2088595931
564	0.2086898774
565	0.2084905414
566	0.208290444
567	0.2082127831
568	0.2080296207
569	0.2078946957
570	0.2077465231
571	0.2075434282
572	0.2073824192
573	0.2071173905
574	0.2069710717
575	0.2068215489
576	0.2066212413
577	0.2065184066
578	0.2063010473
579	0.206216541
580	0.2061261219
581	0.2060738894
582	0.2059304943
583	0.2057454948
584	0.2055426529
585	0.2053194682
586	0.2051975089
587	0.2049752643
588	0.2048777031
589	0.2046387632
590	0.2045468141
591	0.2044117081
592	0.2042882151
593	0.2040461958
594	0.203902882
595	0.2037216077
596	0.2035079787
597	0.2032694494
598	0.2031334374
599	0.2030662058
600	0.2030205174
601	0.2029575779
602	0.2028857956
603	0.2028037467
604	0.2027463226
605	0.202526034
606	0.202320853
607	0.2022616441
608	0.2021020693
609	0.2019990493
610	0.2016929019
611	0.201538048
612	0.2013385515
613	0.2012720124
614	0.2010826311
615	0.2009511279
616	0.2007798441
617	0.2006270207
618	0.2005255501
619	0.2004657279
620	0.2002980947
621	0.2001939229
622	0.2000779068
623	0.1999800342
624	0.1997530526
625	0.1995057457
626	0.199365958
627	0.1991812752
628	0.1990663354
629	0.1989263186
630	0.1986799456
631	0.1985856637
632	0.1984392125
633	0.1982644604
634	0.1981012626
635	0.1980073805
636	0.197932911
637	0.1978817032
638	0.1976926229
639	0.1976421633
640	0.1974956838
641	0.1974914966
642	0.1973614484
643	0.1971472625
644	0.1970823423
645	0.1968900867
646	0.1967686936
647	0.1966308407
648	0.1965019452
649	0.1964257781
650	0.1963387557
651	0.1962500202
652	0.1961163449
653	0.1960475756
654	0.1959364673
655	0.1958097512
656	0.1957089499
657	0.1954949162
658	0.1954169053
659	0.1953113535
660	0.195168054
661	0.1950485531
662	0.194875358
663	0.1947380995
664	0.1945477643
665	0.1945088741
666	0.1944541569
667	0.1943589433
668	0.194174098
669	0.1940617995
670	0.1939578774
671	0.193861004
672	0.1937516791
673	0.193721215
674	0.1936287191
675	0.1934556718
676	0.1933807398
677	0.1932264314
678	0.1931203246
679	0.1929932338
680	0.1928629534
681	0.1928411643
682	0.1926318315
683	0.1925683804
684	0.1924764523
685	0.1923169305
686	0.1921791734
687	0.192086876
688	0.1919636707
689	0.1918584832
690	0.1917445683
691	0.1916358848
692	0.1915359036
693	0.1914906214
694	0.1913060654
695	0.1912542098
696	0.1911289357
697	0.1910945382
698	0.1909783168
699	0.1907553662
700	0.1906607881
701	0.1904966019
702	0.1903905682
703	0.1902941328
704	0.1901424938
705	0.1899840341
706	0.1898600632
707	0.1897750624
708	0.1896026136
709	0.1895332992
710	0.1895296065
711	0.1894287908
712	0.1893151884
713	0.1892435443
714	0.1890359837
715	0.1889483694
716	0.1889007081
717	0.1887604212
718	0.188517687
719	0.188465155
720	0.1883298572
721	0.1882440265
722	0.1881147567
723	0.1879323502
724	0.1877853009
725	0.1876636274
726	0.1874029967
727	0.1873265506
728	0.1872199298
729	0.1871039656
730	0.186955986
731	0.1868514427
732	0.186657547
733	0.1866213582
734	0.1865306411
735	0.1863778259
736	0.1862490087
737	0.1861178641
738	0.185849134
739	0.1857832332
740	0.1856800238
741	0.1855526014
742	0.1853991241
743	0.1852664171
744	0.1851305638
745	0.1849360928
746	0.1847564852
747	0.1845745837
748	0.1844890888
749	0.1842877074
750	0.1841666277
751	0.1839836611
752	0.1838930272
753	0.1838222905
754	0.1837352246
755	0.1836607183
756	0.1835959049
757	0.1835279897
758	0.1833177791
759	0.183256156
760	0.1830464594
761	0.1829146977
762	0.1828058935
763	0.1827362487
764	0.1825686381
765	0.1824526003
766	0.1823103776
767	0.1822136509
768	0.182024413
769	0.181844585
770	0.1817479484
771	0.1816180369
772	0.1815310559
773	0.1814313751
774	0.1812968536
775	0.1812450277
776	0.1810508711
777	0.180935938
778	0.1807502594
779	0.1806974046
780	0.1806759978
781	0.1805275985
782	0.1805009821
783	0.1804195314
784	0.1803786003
785	0.1802416842
786	0.1800944141
787	0.1800184077
788	0.1799123376
789	0.1798331162
790	0.1797223473
791	0.1795207039
792	0.1793470383
793	0.1792991468
794	0.1791962673
795	0.1790544767
796	0.1788394432
797	0.1787591099
798	0.1785739643
799	0.1785323461
800	0.178388341
801	0.1782859573
802	0.1781082743
803	0.1780696639
804	0.1779750476
805	0.177882096
806	0.1778019664
807	0.1777487675
808	0.1775971704
809	0.1774968907
810	0.1773894843
811	0.1772688822
812	0.1771529156
813	0.1770991461
814	0.1769997332
815	0.1767754176
816	0.176688799
817	0.1765277199
818	0.1763317933
819	0.1762127491
820	0.1761165268
821	0.1760250139
822	0.1758827914
823	0.1757471824
824	0.1756573732
825	0.1755393073
826	0.1754745614
827	0.1754241549
828	0.1753398231
829	0.1752078106
830	0.1750919384
831	0.1750395343
832	0.1749532646
833	0.1748475743
834	0.1745844057
835	0.1743868388
836	0.1743348619
837	0.1742880553
838	0.1742396879
839	0.1741252611
840	0.1739624772
841	0.1738412454
842	0.1736694894
843	0.173607881
844	0.173498424
845	0.1733527757
846	0.1732345637
847	0.1731105507
848	0.1730383329
849	0.1728530875
850	0.1727668564
851	0.1725838204
852	0.1723619238
853	0.1721895268
854	0.1720891334
855	0.171854692
856	0.1717594719
857	0.1716870468
858	0.1714839647
859	0.1713154546
860	0.1710694457
861	0.1709674918
862	0.1708888813
863	0.1707762865
864	0.1707400413
865	0.1705322159
866	0.1703948
867	0.1703491571
868	0.1703093362
869	0.1702422339
870	0.1701932799
871	0.169965162
872	0.1698448751
873	0.1697408039
874	0.1696123005
875	0.1695837587
876	0.1694108821
877	0.1693032166
878	0.1692769996
879	0.1691784028
880	0.169086897
881	0.1690600533
882	0.1690176639
883	0.1689009099
884	0.1687969658
885	0.1687736936
886	0.1686619744
887	0.1686369353
888	0.1685780603
889	0.1685166045
890	0.1683393619
891	0.1682475549
892	0.1681027468
893	0.1679290833
894	0.1678108033
895	0.1676748821
896	0.1675365334
897	0.1673734634
898	0.1672528766
899	0.1671016339
900	0.1670394114
901	0.1669404652
902	0.16690228
903	0.1668081095
904	0.1666813218
905	0.1665274465
906	0.1663775958
907	0.1663110273
908	0.166207577
909	0.1661245828
910	0.1660119431
911	0.1659058289
912	0.1658560416
913	0.1657639025
914	0.1656967128
915	0.165544895
916	0.1654597634
917	0.1653624401
918	0.1652818258
919	0.1652066192
920	0.1650324638
921	0.1649023798
922	0.1646944514
923	0.1646156786
924	0.1644695465
925	0.1643780495
926	0.1642606575
927	0.1641395473
928	0.164086561
929	0.1640299108
930	0.1638639395
931	0.163774053
932	0.1636721194
933	0.1636112406
934	0.1634800494
935	0.1634485693
936	0.1633865389
937	0.1632385212
938	0.1630688954
939	0.1630175448
940	0.162978643
941	0.1628424101
942	0.1628013213
943	0.1626868968
944	0.1626395422
945	0.1625001245
946	0.1624006595
947	0.1622489991
948	0.1621909477
949	0.1621272101
950	0.1620404432
951	0.1618798338
952	0.1616723952
953	0.1615678203
954	0.1613666423
955	0.1612489101
956	0.1610950322
957	0.1610082489
958	0.1609599605
959	0.160911416
960	0.1608217175
961	0.1606966583
962	0.1606231049
963	0.1605930026
964	0.1604378971
965	0.1603659264
966	0.1602682691
967	0.16016324
968	0.1600941516
969	0.160019261
970	0.1598801531
971	0.1597906859
972	0.1596909175
973	0.1596009159
974	0.1594403168
975	0.1593054298
976	0.1592692289
977	0.1592061618
978	0.159168373
979	0.1589215647
980	0.1588160185
981	0.1587199628
982	0.1586258047
983	0.1585834667
984	0.1585667118
985	0.1584749242
986	0.1584247884
987	0.158301389
988	0.1581915214
989	0.1580940317
990	0.1579842923
991	0.1578306478
992	0.1577164142
993	0.1576176272
994	0.1574857531
995	0.1573828499
996	0.1573002874
997	0.1571855711
998	0.1570709344
999	0.1569988303
